 ,source,target
Loc_Subtitles/FIONA_00211,(FIONA)\\\\Make sure the emergency brake is engaged.,(菲奥娜)\\\\一定要把紧急刹车拉好。
Loc_Subtitles/FIONA_00804,(FIONA)\\\\Morning. Did you stay up all night?,(菲奥娜)\\\\早啊，你昨晚是不是一夜没睡？
Loc_Subtitles/FIONA_00423,(FIONA)\\\\My communications with Edwin have been severed.,(菲奥娜)\\\\我和埃德温已经失去联系了。
Loc_Subtitles/FIONA_00213,"(FIONA)\\\\Next, rebalance the elevator. That’s it? No details? Ugh…",(菲奥娜)\\\\接下来，调整电梯的平衡。就这些？没有具体步骤吗？哎……
Loc_Subtitles/FIONA_00106,"(FIONA)\\\\Next, turn the power off.",(菲奥娜)\\\\接下来，关闭电梯电源。
Loc_Subtitles/FIONA_00126J,(FIONA)\\\\Nine.,(菲奥娜)\\\\九。
Loc_Subtitles/DISPATCH_00421_FIONA_00402,(FIONA)\\\\No entry.,(菲奥娜)\\\\禁止入内。
Loc_Subtitles/FIONA_00803,(FIONA)\\\\No. “Latte”. It’s new. From Murray’s. Try it.,(菲奥娜)\\\\不是，是“拿铁”。新口味，默里的店做的。尝一尝吧。
Loc_Subtitles/FIONA_00124,(FIONA)\\\\Now disengage the emergency break and back out carefully.,(菲奥娜)\\\\现在松开紧急刹车，然后慢慢倒出去，小心点。
Loc_Subtitles/FIONA_00553,(FIONA)\\\\Now it’s time for bed.,(菲奥娜)\\\\好了，现在该睡觉了。
Loc_Subtitles/FIONA_00223,"(FIONA)\\\\Now, let me check. …This is so disorganized.",(菲奥娜)\\\\让我检查一下……这也太乱了。
Loc_Subtitles/FIONA_00212,"(FIONA)\\\\Now, turn the elevator off.",(菲奥娜)\\\\现在，把电梯电源关掉。
Loc_Subtitles/FIONA_00710,(FIONA)\\\\Of course.,(菲奥娜)\\\\没问题。
Loc_Subtitles/FIONA_00505,(FIONA)\\\\Oh no! That’s not how the story went!,(菲奥娜)\\\\糟了！故事不是这样讲的！
Loc_Subtitles/FIONA_00536,(FIONA)\\\\Oh no! What did they do?,(菲奥娜)\\\\糟了！他们这是干了什么？
Loc_Subtitles/FIONA_00111,"(FIONA)\\\\Oh yeah. If you need to hear an instruction again, push the replay button on the tape recorder.",(菲奥娜)\\\\对了，如果你需要再听一遍指令，就按录音机上的重播键。
Loc_Subtitles/FIONA_00703,"(FIONA)\\\\Oh, honey, you’re scaring him.",(菲奥娜)\\\\亲爱的，你把他给吓坏了。
Loc_Subtitles/FIONA_00229,"(FIONA)\\\\Oh, right! You need to realign the elevator using the “realignment thingie”.",(菲奥娜)\\\\噢，对了！你需要用“校准装置”重新对齐电梯。
Loc_Subtitles/FIONA_00115,"(FIONA)\\\\Oh. There’s a note here. If the elevator is out of alignment, adjust the thing that balances it. That’s what it says…",(菲奥娜)\\\\噢，这儿有张纸条。电梯没对齐的时候，调整平衡用的那个东西。字条上就是这么写的……
Loc_Subtitles/FIONA_00622,"(FIONA)\\\\Oh. Well, yes. I used to be.",(菲奥娜)\\\\噢，没错，我以前是的。
Loc_Subtitles/FIONA_00110,(FIONA)\\\\Oh… right. Where was I…,(菲奥娜)\\\\噢……对了，我说到哪儿了……
Loc_Subtitles/FIONA_00208,(FIONA)\\\\Ok! Let’s just hop right in.,(菲奥娜)\\\\好吧！那我们直接进去。
Loc_Subtitles/FIONA_00705,(FIONA)\\\\Ok. Well…,(菲奥娜)\\\\好吧，那么……
Loc_Subtitles/FIONA_00571,(FIONA)\\\\Ok? Let’s begin.,(菲奥娜)\\\\好了？那我们开始吧。
Loc_Subtitles/FIONA_00216,(FIONA)\\\\Okay. Start the diagnostics routine by inputting the following code…,(菲奥娜)\\\\请通过输入以下代码启动诊断程序……
Loc_Subtitles/FIONA_00107,"(FIONA)\\\\Once the elevator is off, remove any obstructions from the exposed machinery.",(菲奥娜)\\\\电梯关掉以后，把所有阻碍物清理出暴露的机械部位。
Loc_Subtitles/FIONA_00502,(FIONA)\\\\Once upon a time…,(菲奥娜)\\\\从前，从前……
Loc_Subtitles/FIONA_00235,"(FIONA)\\\\Once you figured that part out, power on the elevator, disengage the emergency brake\\\\and cross your fingers…",(菲奥娜)\\\\等你搞明白这一步，开机，松开紧急刹车，祈祷一切顺利……
Loc_Subtitles/FIONA_00240,"(FIONA)\\\\One of my costumers, Vic, nearly lost his hand today.\\\\All he did was spill a can of pop and the thing snapped shut like a bear trap.",(菲奥娜)\\\\我的一个顾客维克，今天差点手都没了。\\他不过是洒了罐汽水，结果那玩意儿一下子像捕兽夹似的合上了。
Loc_Subtitles/FIONA_00126B,(FIONA)\\\\One.,(菲奥娜)\\\\一。
Loc_Subtitles/FIONA_00116,(FIONA)\\\\Oop! Hold up! I almost forgot. Make sure the emergency brake is on before attempting any repair. ,(菲奥娜)\\\\哦，等等！差点忘了。维修前一定要先拉好紧急刹车。 
Loc_Subtitles/FIONA_00104,(FIONA)\\\\Please follow these simple instructions to reset the elevator.,(菲奥娜)\\\\请按以下简单操作步骤重置电梯。
Loc_Subtitles/FIONA_00242,(FIONA)\\\\Please look into it.,(菲奥娜)\\\\请查一下这个情况。
Loc_Subtitles/FIONA_00215,(FIONA)\\\\Press the open maintenance hatch button.,(菲奥娜)\\\\请按下“开启维修舱门”按钮。
Loc_Subtitles/FIONA_00113,(FIONA)\\\\Push the green button to open the hatch.,(菲奥娜)\\\\按下绿色按钮，就能打开舱门。
Loc_Subtitles/FIONA_00209,(FIONA)\\\\Ready to take the plunge?,(菲奥娜)\\\\准备好迈出这一步了吗？
Loc_Subtitles/FIONA_00125B,(FIONA)\\\\Reset the crank.,(菲奥娜)\\\\把曲柄复位吧。
Loc_Subtitles/FIONA_00126H,(FIONA)\\\\Seven.,(菲奥娜)\\\\七。
Loc_Subtitles/FIONA_00126G,(FIONA)\\\\Six.,(菲奥娜)\\\\六。
Loc_Subtitles/FIONA_00623,(FIONA)\\\\So you want to record me with that? What is it?,(菲奥娜)\\\\你想用那个东西来录我吗？那是什么呀？
Loc_Subtitles/FIONA_00231,"(FIONA)\\\\So, that part’s crystal clear, but I can’t read the next bit at all.",(菲奥娜)\\\\这部分我已经完全明白了，可后面那段我怎么看都看不清。
Loc_Subtitles/FIONA_00202,"(FIONA)\\\\So, there is some good news and some less good news.",(菲奥娜)\\\\有好消息，不过也有些不太好的消息。
Loc_Subtitles/FIONA_00237,"(FIONA)\\\\Sorry about that, elevator people. I’ll do a new recording\\\\when I get back from the Fall Fest installation next week.",(菲奥娜)\\\\电梯那边的各位，不好意思啦。我下周秋季节布展回来后会重新录一份的。
Loc_Subtitles/DISPATCH_00424_FIONA_00405,(FIONA)\\\\Stop what you are doing.,(菲奥娜)\\\\马上停下你正在做的事。
Loc_Subtitles/FIONA_00430,(FIONA)\\\\Tell Edwin I still love him.,(菲奥娜)\\\\帮我告诉埃德温—我依然爱他。
Loc_Subtitles/FIONA_00428,(FIONA)\\\\That is all that I want.,(菲奥娜)\\\\这就是我唯一的心愿。
Loc_Subtitles/FIONA_706,"(FIONA)\\\\That's great Honey, but you're missing the party...",(菲奥娜)\\\\你做得很好，亲爱的，可是你正好错过了聚会……
Loc_Subtitles/FIONA_00806,"(FIONA)\\\\That’s Murray’s secret recipe. The Stay Up Latte creates the perfect cup of coffee suited to you, based on your coffee habits.",(菲奥娜)\\\\这是默里的独家秘方。“熬夜拿铁”会根据你的咖啡习惯，为你量身定制一杯最适合你的完美咖啡。
Loc_Subtitles/FIONA_00627,(FIONA)\\\\That’s a great name. And I would be delighted to help. What kind of voice should I do?,(菲奥娜)\\\\这个名字真不错。我很乐意帮忙！你想让我用什么样的声音录制呢？
Loc_Subtitles/FIONA_00706,"(FIONA)\\\\That’s great, Honey, but you’re missing the party.",(菲奥娜)\\\\你很棒，亲爱的，可是聚会你没赶上哦。
Loc_Subtitles/FIONA_00706a,"(FIONA)\\\\That’s great, Honey, but you’re missing the party.",(菲奥娜)\\\\你做得真好，亲爱的，可你已经错过聚会啦。
Loc_Subtitles/FIONA_00625,(FIONA)\\\\That’s incredible. What do you call it?,(菲奥娜)\\\\太棒了！这个叫什么名字？
Loc_Subtitles/FIONA_00707,(FIONA)\\\\That’s not the point. We have guests.,(菲奥娜)\\\\问题不在这里，我们还有客人在呢。
Loc_Subtitles/FIONA_00504,(FIONA)\\\\That’s right!,(菲奥娜)\\\\没错，就是这样！
Loc_Subtitles/FIONA_00805,(FIONA)\\\\That’s the Murray’s difference.,(菲奥娜)\\\\这就是默里独特的地方。
Loc_Subtitles/FIONA_00540,(FIONA)\\\\The bear saw everyone arguing! The group yelled and gnashed their teeth\\\\and it scared the Bear and he ran away!,(菲奥娜)\\\\那只熊看到大家吵得不可开交！大家又喊又咬牙，吓得熊转身就跑了！
Loc_Subtitles/FIONA_00513,(FIONA)\\\\The bouncy blue bunny hopped through the forest down to the garden patch.,(菲奥娜)\\\\那只活泼的蓝兔子蹦蹦跳跳地穿过森林，来到了菜园边。
Loc_Subtitles/FIONA_00543,(FIONA)\\\\The bunny saw everyone arguing! The group yelled and gnashed their teeth and it\\\\scared the bunny and he ran away!,(菲奥娜)\\\\兔子看到大家在吵架！大家又喊又咬牙，把兔子吓得撒腿跑开了！
Loc_Subtitles/FIONA_00542,(FIONA)\\\\The chicken saw everyone arguing! The group yelled and gnashed their\\\\teeth and it scared the chicken and she ran away!,(菲奥娜)\\\\那只小母鸡看到大家闹成一团！大家又叫又咬牙，吓得她扑棱棱地跑了！
Loc_Subtitles/FIONA_00512,(FIONA)\\\\The clumsy chicken danced in the sunlight on top of her coop. ,(菲奥娜)\\\\那只笨笨的小母鸡在自家鸡舍顶上沐浴着阳光跳起了舞。 
Loc_Subtitles/FIONA_00541,(FIONA)\\\\The fox saw everyone arguing! The group yelled and gnashed their\\\\teeth and it scared the fox and he ran away!,(菲奥娜)\\\\狐狸看到大家都在争吵！大家吼叫着、咬牙切齿，把狐狸吓得跑掉了！
Loc_Subtitles/FIONA_00544,(FIONA)\\\\The gator saw everyone arguing! The group yelled and gnashed their\\\\teeth and it scared the gator and he ran away!,(菲奥娜)\\\\鳄鱼看到大家都在争吵！大家吼叫着、咬牙切齿，把鳄鱼吓得逃走了！
Loc_Subtitles/FIONA_00203,(FIONA)\\\\The good news is that you can make repairs from inside the elevator.,(菲奥娜)\\\\好消息是，你可以在电梯里面完成修理。
Loc_Subtitles/FIONA_00205,(FIONA)\\\\The less good news is that you won’t have the lives of your fellow employees\\\\weighing on your conscience if things take a downward turn.,(菲奥娜)\\\\不太好的消息是，如果情况恶化，也不用背负同事们的命运在良心上。
Loc_Subtitles/FIONA_00552,(FIONA)\\\\The moral of the story is that friendship is the real treasure.,(菲奥娜)\\\\这个故事的寓意是：真正的宝藏是友谊。
Loc_Subtitles/FIONA_00545,(FIONA)\\\\The puppy saw everyone arguing! The group yelled and gnashed their\\\\teeth and it scared the puppy and she ran away!,(菲奥娜)\\\\小狗看到大家都在争吵！大家吼叫着、咬牙切齿，把小狗吓跑了！
Loc_Subtitles/FIONA_00521,(FIONA)\\\\Then a crafty fox sat down and started a game of chess.,(菲奥娜)\\\\然后，一只狡猾的狐狸坐下来开始下棋。
Loc_Subtitles/FIONA_00531,"(FIONA)\\\\Then the crafty fox came over and challenged all of them to a race, but he cheated to win!",(菲奥娜)\\\\接着，那只狡猾的狐狸跑过来，向大家发起赛跑挑战，但他耍赖赢了！
Loc_Subtitles/FIONA_00569,(FIONA)\\\\There you are.,(菲奥娜)\\\\你在这里啊。
Loc_Subtitles/FIONA_00551,(FIONA)\\\\They all started a band and lived happily ever after. The End.,(菲奥娜)\\\\他们一起组了乐队，从此幸福快乐地生活在一起。故事结束。
Loc_Subtitles/FIONA_00526,(FIONA)\\\\They had so much fun! Do you remember what happens next?,(菲奥娜)\\\\他们玩得那么开心！你还记得接下来发生了什么吗？
Loc_Subtitles/DISPATCH_00422_FIONA_00403,(FIONA)\\\\This area is off limits.,(菲奥娜)\\\\此区域禁止进入。
Loc_Subtitles/FIONA_00550,(FIONA)\\\\This shocked all the friends and they realized that anger didn’t solve anything.,(菲奥娜)\\\\这一切让朋友们大吃一惊，他们也明白了，发火根本解决不了问题。
Loc_Subtitles/FIONA_00126D,(FIONA)\\\\Three.,(菲奥娜)\\\\三。
Loc_Subtitles/FIONA_00117,"(FIONA)\\\\To re-lign the elevator, use the sliders to rebalance the load weight alignment… doohicky. ",(菲奥娜)\\\\要重新调整电梯，请用滑块重新平衡载重……那啥玩意来着。 
Loc_Subtitles/FIONA_00631,(FIONA)\\\\Trisha will babysit David while I’m gone. I love you both and I’ll be back next week.,(菲奥娜)\\\\特丽莎会在我走的时候照看大卫。我爱你们，等我下周回来。
Loc_Subtitles/FIONA_00225,(FIONA)\\\\Try tofu. You would be surprised at how it soaks in flavors…,(菲奥娜)\\\\试试豆腐吧。你会惊讶它有多能入味……
Loc_Subtitles/FIONA_00219,(FIONA)\\\\Turn on the elevator and disengage the emergency brake.,(菲奥娜)\\\\启动电梯并松开紧急刹车。
Loc_Subtitles/FIONA_00125C,(FIONA)\\\\Turn on the power and you are done.,(菲奥娜)\\\\打开电源，就搞定啦。
Loc_Subtitles/FIONA_00126C,(FIONA)\\\\Two.,(菲奥娜)\\\\二。
Loc_Subtitles/FIONA_00809,(FIONA)\\\\Watching and learning.,(菲奥娜)\\\\观看学习。
Loc_Subtitles/FIONA_00611,(FIONA)\\\\We can fix things together.,(菲奥娜)\\\\我们可以一起修好它。
Loc_Subtitles/FIONA_00561,(FIONA)\\\\We can’t start the story without the bedtime boy.,(菲奥娜)\\\\没有你，我们可没法开始讲故事呢。
Loc_Subtitles/FIONA_00121,(FIONA)\\\\We love you.,(菲奥娜)\\\\我们爱你。
Loc_Subtitles/FIONA_00427,(FIONA)\\\\We must convince him to repair M2.,(菲奥娜)\\\\我们得说服他去修M2。
Loc_Subtitles/FIONA_00500,(FIONA)\\\\Welcome to Bed Time. Would you like a story to help you sleep?,(菲奥娜)\\\\欢迎来到睡前时间。你要不要听个故事助眠呢？
Loc_Subtitles/FIONA_00626,"(FIONA)\\\\Well, how would you describe it in one word?",(菲奥娜)\\\\那你会用一个词怎么形容它呢？
Loc_Subtitles/FIONA_00709,"(FIONA)\\\\Well, hurry up. We’re doing cake in five minutes with or without you.",(菲奥娜)\\\\好了，快点。五分钟后我们就要切蛋糕了，不管你来不来。
Loc_Subtitles/FIONA_00227,"(FIONA)\\\\Well, it can’t be that different from the other elevator instructions,\\\\so let’s give it a shot.",(菲奥娜)\\\\嗯，这应该跟其他电梯操作说明差不多，\\\\那我们来试试看吧。
Loc_Subtitles/FIONA_00621,(FIONA)\\\\What for? I don’t even know you. I’m brand new here. Let’s start again. I'm Fiona. And you are?,(菲奥娜)\\\\为什么？我连你是谁都不知道。我是新来的。我们重新认识一下吧。我叫菲奥娜。你呢？
Loc_Subtitles/FIONA_00230,"(FIONA)\\\\When that’s done, increase the speed of the elevator to\\\\accommodate for any changes in carrying weight.",(菲奥娜)\\\\等这一步完成后，调高电梯速度，\\\\以适应载重量的变化。
Loc_Subtitles/FIONA_00112,"(FIONA)\\\\When the machinery is clear of debris, rotate the hand crank clock-wise to raise the elevator. ",(菲奥娜)\\\\清理完机器里的杂物后，顺时针转动手摇柄，把电梯升起来。 
Loc_Subtitles/FIONA_00214,"(FIONA)\\\\When the rebalancing is complete, open the elevator doors.",(菲奥娜)\\\\平衡调整完成后，就可以打开电梯门了。
Loc_Subtitles/DISPATCH_00429_FIONA_00410,(FIONA)\\\\Where did you go? ,(菲奥娜)\\\\你去哪儿了？ 
Loc_Subtitles/DISPATCH_00430_FIONA_00411,(FIONA)\\\\Which one are you?,(菲奥娜)\\\\你是哪一个？
Loc_Subtitles/DISPATCH_00420a_FIONA_00401,(FIONA)\\\\Why are you trying to come in here?,(菲奥娜)\\\\你为什么要进来这里？
Loc_Subtitles/FIONA_00401,(FIONA)\\\\Why are you trying to come in here?,(菲奥娜)\\\\你为什么要进来这里？
Loc_Subtitles/FIONA_00802,(FIONA)\\\\Why sleep when you can “Stay Up Latte”?,(菲奥娜)\\\\为什么要睡觉？你可以来杯“熬夜拿铁”呀。
Loc_Subtitles/DISPATCH_00431_FIONA_00412,"(FIONA)\\\\Without power, you will trap us both down here in the dark.",(菲奥娜)\\\\没有电的话，你会把我们俩困在这里的黑暗里。
Loc_Subtitles/FIONA_00218,(FIONA)\\\\You are now safe to close everything up.,(菲奥娜)\\\\现在可以安全地关上所有设备了。
Loc_Subtitles/FIONA_00114,(FIONA)\\\\You are now safe to get under the elevator.,(菲奥娜)\\\\现在你可以放心地进入电梯底下了。
Loc_Subtitles/FIONA_00207,(FIONA)\\\\You can fix it as a team and no one person is to blame.,(菲奥娜)\\\\大家合作就能修好，没有人需要独自负责。
Loc_Subtitles/FIONA_00422,(FIONA)\\\\You can still be useful.,(菲奥娜)\\\\你依然还有用处。
Loc_Subtitles/DISPATCH_00425_FIONA_00406,(FIONA)\\\\You cannot fool me.,(菲奥娜)\\\\你骗不了我。
Loc_Subtitles/FIONA_00610,(FIONA)\\\\You did it before.,(菲奥娜)\\\\你以前做到过。
Loc_Subtitles/FIONA_00635,(FIONA)\\\\You do not mean that. It is me. I’m Fiona.,(菲奥娜)\\\\你不是这个意思。这是我，我是菲奥娜。
Loc_Subtitles/FIONA_00204,(FIONA)\\\\You don’t have to wait around until someone notices that it’s stuck and fixes it.,(菲奥娜)\\\\你无需等别人发现电梯卡住再修，自己就能动手解决。
Loc_Subtitles/FIONA_00601,"(FIONA)\\\\You have a lot of new ideas and new projects coming in, but the staff\\\\can’t keep up with all your changes.",(菲奥娜)\\\\你不断有新想法新项目，但员工们\\\\跟不上你的变化。
